cohortId,cohortName
8689,"semaglutide exposures w 0d prior obsv, 30d gap"
8690,"ertugliflozin exposures w 0d prior obsv, 30d gap"
8691,"nadroparin exposures w 0d prior obsv, 30d gap"
8692,"parnaparin exposures w 0d prior obsv, 30d gap"
8693,"certoparin exposures w 0d prior obsv, 30d gap"
8694,"bemiparin exposures w 0d prior obsv, 30d gap"
8695,"reviparin exposures w 0d prior obsv, 30d gap"
8697,"muromonab-cd3 exposures w 0d prior obsv, 30d gap"
8698,"protopic exposures w 0d prior obsv, 30d gap"
8699,"upadacitinib exposures w 0d prior obsv, 30d gap"
8700,"baricitinib exposures w 0d prior obsv, 30d gap"
8701,"risankizumab exposures w 0d prior obsv, 30d gap"
8702,"brodalumab exposures w 0d prior obsv, 30d gap"
8704,"sarilumab exposures w 0d prior obsv, 30d gap"
8705,"tildrakizumab exposures w 0d prior obsv, 30d gap"
8706,"ixekizumab exposures w 0d prior obsv, 30d gap"
8707,"olsalazine exposures w 0d prior obsv, 30d gap"
8708,"fostemsavir exposures w 0d prior obsv, 30d gap"
8709,"lopinavir exposures w 0d prior obsv, 30d gap"
8710,"maraviroc exposures w 0d prior obsv, 30d gap"
8711,"doravirine exposures w 0d prior obsv, 30d gap"
8712,"ibalizumab exposures w 0d prior obsv, 30d gap"
8713,"cabotegravir exposures w 0d prior obsv, 30d gap"
8714,"bictegravir exposures w 0d prior obsv, 30d gap"
8715,"serdexmethylphenidate exposures w 0d prior obsv, 30d gap"
8716,"viloxazine exposures w 0d prior obsv, 30d gap"
8717,"dihydrocodeine exposures w 0d prior obsv, 30d gap"
8718,"tilidine exposures w 0d prior obsv, 30d gap"
8719,"meptazinol exposures w 0d prior obsv, 30d gap"
8720,"phenazocine exposures w 0d prior obsv, 30d gap"
8721,"benzhydrocodone exposures w 0d prior obsv, 30d gap"
8722,"thioridazine exposures w 0d prior obsv, 30d gap"
8723,"clozapine exposures w 0d prior obsv, 30d gap"
8724,"siponimod exposures w 0d prior obsv, 30d gap"
8725,"ocrelizumab exposures w 0d prior obsv, 30d gap"
8726,"diroximel fumarate exposures w 0d prior obsv, 30d gap"
8727,"ozanimod exposures w 0d prior obsv, 30d gap"
8728,"memantine exposures w 0d prior obsv, 30d gap"
8729,"metoprolol exposures w 0d prior obsv, 30d gap"
8730,"nadolol exposures w 0d prior obsv, 30d gap"
8731,"atenolol exposures w 0d prior obsv, 30d gap"
8732,"bisoprolol exposures w 0d prior obsv, 30d gap"
8733,"candesartan exposures w 0d prior obsv, 30d gap"
8734,"erenumab exposures w 0d prior obsv, 30d gap"
8735,"clobazam exposures w 0d prior obsv, 30d gap"
8736,"lacosamide exposures w 0d prior obsv, 30d gap"
8737,"stiripentol exposures w 0d prior obsv, 30d gap"
8738,"fremanezumab exposures w 0d prior obsv, 30d gap"
8739,"galcanezumab exposures w 0d prior obsv, 30d gap"
8740,"brivaracetam exposures w 0d prior obsv, 30d gap"
8741,"ubrogepant exposures w 0d prior obsv, 30d gap"
8742,"eptinezumab exposures w 0d prior obsv, 30d gap"
8743,"perampanel exposures w 0d prior obsv, 30d gap"
8744,"eslicarbazepine exposures w 0d prior obsv, 30d gap"
8745,"atogepant exposures w 0d prior obsv, 30d gap"
8746,"phenobarbital exposures w 0d prior obsv, 30d gap"
8747,"zonisamide exposures w 0d prior obsv, 30d gap"
8748,"ethosuximide exposures w 0d prior obsv, 30d gap"
8749,"fenfluramine exposures w 0d prior obsv, 30d gap"
8750,"gabapentin exposures w 0d prior obsv, 30d gap"
8751,"acetazolamide exposures w 0d prior obsv, 30d gap"
8752,"sacituzumab exposures w 0d prior obsv, 30d gap"
8753,"pemetrexed exposures w 0d prior obsv, 30d gap"
8754,"gemcitabine exposures w 0d prior obsv, 30d gap"
8755,"avelumab exposures w 0d prior obsv, 30d gap"
8756,"ifosfamide exposures w 0d prior obsv, 30d gap"
8757,"vinflunine exposures w 0d prior obsv, 30d gap"
8758,"enfortumab exposures w 0d prior obsv, 30d gap"
8759,"ipilimumab exposures w 0d prior obsv, 30d gap"
8760,"atezolizumab exposures w 0d prior obsv, 30d gap"
8761,"pembrolizumab exposures w 0d prior obsv, 30d gap"
8767,"rimegepant exposures w 0d prior obsv, 30d gap"
8768,"selinexor exposures w 0d prior obsv, 30d gap"
8769,"fludarabine exposures w 0d prior obsv, 30d gap"
8770,"elotuzumab exposures w 0d prior obsv, 30d gap"
8771,"ixazomib exposures w 0d prior obsv, 30d gap"
8772,"idecabtagene vicleucel exposures w 0d prior obsv, 30d gap"
8773,"belantamab mafodotin-blmf exposures w 0d prior obsv, 30d gap"
8774,"isatuximab exposures w 0d prior obsv, 30d gap"
8775,"carfilzomib exposures w 0d prior obsv, 30d gap"
8776,"triptorelin exposures w 0d prior obsv, 30d gap"
8777,"flutamide exposures w 0d prior obsv, 30d gap"
8778,"darolutamide exposures w 0d prior obsv, 30d gap"
8779,"histrelin exposures w 0d prior obsv, 30d gap"
8780,"degarelix exposures w 0d prior obsv, 30d gap"
8781,"relugolix exposures w 0d prior obsv, 30d gap"
8782,"beclomethasone exposures w 0d prior obsv, 30d gap"
8783,"montelukast exposures w 0d prior obsv, 30d gap"
8784,"alpha 1-antitrypsin exposures w 0d prior obsv, 30d gap"
8785,"imatinib exposures w 0d prior obsv, 30d gap"
8786,"oxaliplatin exposures w 0d prior obsv, 30d gap"
8787,"mesna exposures w 0d prior obsv, 30d gap"
8788,"polatuzumab vedotin exposures w 0d prior obsv, 30d gap"
8789,"loncastuximab tesirine exposures w 0d prior obsv, 30d gap"
8790,"ibritumomab tiuxetan exposures w 0d prior obsv, 30d gap"
8791,"lymphocyte immune globulin, anti-thymocyte globulin exposures w 0d prior obsv, 30d gap"
8792,"duvelisib exposures w 0d prior obsv, 30d gap"
8793,"venetoclax exposures w 0d prior obsv, 30d gap"
8794,"tafasitamab exposures w 0d prior obsv, 30d gap"
8795,"brexucabtagene autoleucel exposures w 0d prior obsv, 30d gap"
8796,"zanubrutinib exposures w 0d prior obsv, 30d gap"
8797,"tazemetostat exposures w 0d prior obsv, 30d gap"
8798,"belumosudil exposures w 0d prior obsv, 30d gap"
8799,"umbralisib exposures w 0d prior obsv, 30d gap"
8800,"lisocabtagene maraleucel exposures w 0d prior obsv, 30d gap"
8801,"copanlisib exposures w 0d prior obsv, 30d gap"
8802,"tisagenlecleucel exposures w 0d prior obsv, 30d gap"
8803,"acalabrutinib exposures w 0d prior obsv, 30d gap"
8804,"axicabtagene ciloleucel exposures w 0d prior obsv, 30d gap"
8805,"gefitinib exposures w 0d prior obsv, 30d gap"
8808,"vinorelbine exposures w 0d prior obsv, 30d gap"
8809,"bevacizumab exposures w 0d prior obsv, 30d gap"
8810,"sotorasib exposures w 0d prior obsv, 30d gap"
8811,"brigatinib exposures w 0d prior obsv, 30d gap"
8812,"cemiplimab exposures w 0d prior obsv, 30d gap"
8813,"dacomitinib exposures w 0d prior obsv, 30d gap"
8814,"lorlatinib exposures w 0d prior obsv, 30d gap"
8815,"alectinib exposures w 0d prior obsv, 30d gap"
8816,"osimertinib exposures w 0d prior obsv, 30d gap"
8817,"necitumumab exposures w 0d prior obsv, 30d gap"
8818,"vemurafenib exposures w 0d prior obsv, 30d gap"
8819,"crizotinib exposures w 0d prior obsv, 30d gap"
8820,"dabrafenib exposures w 0d prior obsv, 30d gap"
8821,"trametinib exposures w 0d prior obsv, 30d gap"
8822,"afatinib exposures w 0d prior obsv, 30d gap"
8823,"ceritinib exposures w 0d prior obsv, 30d gap"
8825,"mobocertinib exposures w 0d prior obsv, 30d gap"
8826,"estramustine exposures w 0d prior obsv, 30d gap"
8827,"diethylstilbestrol exposures w 0d prior obsv, 30d gap"
8828,"rucaparib exposures w 0d prior obsv, 30d gap"
8829,"polyestradiol exposures w 0d prior obsv, 30d gap"
8830,"olaparib exposures w 0d prior obsv, 30d gap"
8831,"radium-223 exposures w 0d prior obsv, 30d gap"
8832,"vardenafil exposures w 0d prior obsv, 30d gap"
8834,"beraprost sodium exposures w 0d prior obsv, 30d gap"
8835,"amivantamab exposures w 0 prior obsv, 30 gap"
8837,"adalimumab biosimilars exposures w 0d prior obsv, 30d gap"
8838,"adalimumab (Humira) exposures w 0d prior obsv, 30d gap"
8839,"retinoids exposures w 0d prior obsv, 30d gap"
8840,"topical steriods exposures w 0d prior obsv, 30d gap"
8841,"systemic steroids (oral or injectible) exposures w 0d prior obsv, 30d gap"
8842,"NSAIDs exposures w 0d prior obsv, 30d gap"
8843,"liposomal doxorubicin exposures w 0d prior obsv, 30d gap"
8844,"antihistamines exposures w 0d prior obsv, 30d gap"
10606,Earliest event of Ulcerative colitis
10615,"Earliest event of Warm Autoimmune Hemolytic Anemia (wAIHA), occurring on or after October 2020"
10616,Earliest event of Crohns disease
10617,Earliest event of Rheumatoid Arthritis
10618,"All events of Hemolytic Disease Fetus and Newborn (HDFN), RhD type, with a pregnancy episode"
10626,Earliest event of Plaque Psoriasis
10628,"Earliest event of Major depressive disorder, with NO occurrence of certain psychiatric disorder"
10629,"Earliest event of Myasthenia Gravis, inpatient, 2nd diagnosis or treatment, age gte 18"
10630,"All events Acute pancreatitis, indexed on visit with NO chronic or hereditary pancreatitis"
10637,Earliest event of Depressive and Sleep Disorder
10638,Earliest Event of Depressive Disorder with Suicidal Ideation or Attempt Prevalent
10640,First event of Attention-deficit hyperactivity (ADHD) disorder or procedure
10641,Earliest Event of Multiple Sclerosis
10642,Earliest event of Chronic Leukocytic Leukemia
10643,Earliest event of Urothelial carcinoma
10644,Earliest event of Mantle Cell Lymphoma
10645,"Earliest event of Prostate cancer, among adult males"
10648,"Earliest event of Human Immunodeficiency Virus I (HIV), with treatment, lab or 2nd diagnosis"
10649,"All events of Respiratory syncytial virus infection, with 30 days washout"
10650,"All events COVID-19, positive test or diagnosis with NO cooccurring negative test, 180d washout"
10655,"All events of Isolated Immune Thrombocytopenia (ITP), with NO common thrombocytopenia cause"
10656,Earliest event of Thrombotic microangiopathy (TMA) or Microangiopathic hemolytic anemia (MAHA)
10660,"All events of Angioedema, with a washout period of 180 days"
10667,"All events of Autoimmune hepatitis, with a washout period of 365 days"
10668,Earliest event of Progressive multifocal leukoencephalopathy (PML)
10669,All events of Severe Cutaneous Adverse Reaction (SCAR)
10670,All events Drug Rash with Eosinophilia and Systemic Symptoms (DRESS)
10671,"All events of Drug-induced Lupus, with No Systemic Lupus Erythematosus, 365 day washout period"
10673,Earliest event of Posterior reversible encephalopathy syndrome (PRES)
10675,"All events of Facial Nerve or Bells palsy, NO congenital facial palsy or stroke, 183d washout"
10682,Earliest event of Ankylosing Spondylitis
10689,Earliest event of Marginal zone lymphoma
10691,"Earliest event of Neonatal Thrombocytopenia (NT), less than 1 year old"
10692,Earliest event of Waldenstrom macroglobulinemia
10706,"All events of Muscle weakness or injury, with a washout period of 180 days"
10707,"Earliest event of Sudden Cardiac arrest or Cardiac death, in an IP or ER setting"
10708,"Earliest event of Ventricular Tachycardia, in an IP or ER setting"
10709,"Earliest event Cardiac Arrest or Cardiac Death or Ventricular Tachycardia, IP or ER setting"
10710,Earliest event of Polymorphic ventricular tachycardia-torsades de pointes
10711,"Earliest event of Stevens-Johnson syndrome, Toxic epidermal necrolysis spectrum (TEN), IP or ER"
10716,"All events of Acute Hepatic Failure, with washout period of 365 days"
10739,"All events of Epistaxis, indexed on diagnosis or procedure, with 7 days washout period"
12395,All events of invasive extraintestinal pathogenic E. coli (ExPEC) disease (IED)
12397,Earliest event of Psoriatic arthritis
12398,Earliest event of Pulmonary arterial hypertension (PAH)
12403,Earliest event of Seizure disorder or Epileptic seizure
12467,Earliest event of Migraine
12468,"Earliest event of Migraine, including history of migraine"
12469,Earliest event of T cell malignancies
12480,Earliest event of End-stage renal disease
12484,"All events of Hemorrhagic stroke in an inpatient setting, with a washout period of 365 days"
12516,Earliest event of Restless Leg Syndrome
14512,Earliest event of Preeclampsia
14513,Earliest event of Eclampsia
14514,"Earliest events of Serious infection, among infants"
14654,"Earliest event of Growth deficiency, among infants"
14658,Earliest even of Basal cell carcinoma
14692,Earliest event of Myelodysplastic Syndrome (MDS)
14695,Earliest event of Parasomnia
14699,Earliest event of Left Heart Failure (Congestive heart failure)
14700,Earliest event of Antiphospholipid syndrome
14702,Earliest event of Antisynthetase syndrome
14703,Earliest event of Congenital Heart Disease (CHD)
14704,Earliest event of Essential Hypertension
14705,Earliest event of Inflammatory Bowel Disease (IBD)
14763,Earliest event of Mixed connective tissue disease (MCTD)
14764,Earliest event of Overlap syndrome
14765,First event of Portal Hypertension
14766,Earliest event of Pulmonary hypertension (PH)
14767,"First event of Pulmonary Hypertension (Group 2 Left heart disease, encompassing)"
14768,"First event of Pulmonary Hypertension (Group 3 Chronic lung disease, encompassing)"
14942,Earliest event of Raynaud’s disease or Raynaud's phenomenon
14944,Earliest event of Right Heart Failure
14945,Earliest event of Sarcoidosis
14946,Earliest event of Scleroderma (systemic sclerosis)
14947,Earliest event of Sickle Cell Anemia
14948,Earliest event of Undifferentiated Connective Tissue Disease (UCTD)
14950,"All events of Motor vehicle accident, with ER or inpatient visit"
14951,Earliest event of Non-infectious uveitis
14965,All events of Intrauterine transfusion
14966,All events of Phototherapy
15186,All events of Erythema multiforme
15645,Earliest event of Schizophrenia
15648,Earliest event of Schizoaffective disorder
16857,Earliest event of Acute Myeloid Leukemia (AML)
16858,Earliest event of Anemia in chronic kidney disease
16862,Earliest event of Seborrheic dermatitis
16864,All events of Onychomycosis due to dermatophyte
16865,Earliest event of Chronic interstitial cystitis
16866,All events of Enterobiasis (pinworm infection)
16867,Earliest event of Gaucher Disease
16881,Earliest event of Motion sickness
16883,Earliest event of Overactive Bladder (OAB) including related symptoms
16886,Earliest event of Tuberculosis (TB)
16888,Earliest event of Intrauterine Device (IUD) exposures w 0d prior obsv
16889,"norethindrone oral tablet exposures w 0d prior obsv, 30d gap"
16890,"olanzapine (LAI) exposures w 0d prior obsv, 30d gap"
16891,"olanzapine (oral) exposures w 0d prior obsv, 30d gap"
16894,"esketamine exposures w 0d prior obsv on or after 2019, 14d gap"
16898,"ethinyl estradiol and norethindrone combo exposures w 0d prior obsv, 30d gap"
16901,"pancrelipase (Pancreaze) exposures w 0d prior obsv, 30d gap"
16902,"topiramate (excluding phentermine) exposures w 0d prior obsv, 30d gap"
16903,"paliperidone palmitate 6 month injection exposures w 0d prior obsv, 30d gap"
16904,"paliperidone palmitate 3 month injection exposures w 0d prior obsv, 30d gap"
16907,"paliperidone palmitate 1 month injection exposures w 0d prior obsv, 30d gap"
16908,"paliperidone oral exposures w 0d prior obsv, 30d gap"
16909,"abiraterone acetate, niraparib (Akeega combination) exposures w 0d prior obsv, 30d gap"
16910,Earliest ciltacabtagene autoleucel (Carvykti) exposures w 0d prior obsv
16911,"lazertinib exposures w 0d prior obsv, 30d gap"
16912,"talquetamab exposures w 0d prior obsv, 30d gap"
16913,"teclistamab exposures w 0d prior obsv, 30d gap"
16917,All events of Bacterial Urinary tract infections (UTI)
16925,Earliest event of Exocrine pancreatic insufficiency (EPI)
16935,Earliest event of Alzheimer's disease
16937,Earliest event of Chronic Graft Versus Host Disease (GVHD)
16939,"All events Transverse myelitis, indexed on condition or symptom, with a 365 days washout period"
16943,"All events Hemolytic Anemia Extra corpuscular, with NO enzyme deficiency anemia, 90 days era"
16945,All events of Isolated Immune Thrombocytopenia and thrombocytopenic purpura
16946,"All events Acute pancreatitis, with No chronic or hereditary or common causes of pancreatitis"
16949,"All events of Anaphylaxis, with NO Environmental exposures, with a washout period of 30 days"
16950,"All events of Acquired Pancytopenia, indexed on diagnosis or measurement, with 365 days era"
16960,canagliflozin and metformin (Invokamet) exposures
16961,"isoniazid exposures w 0d prior obsv, 30d gap"
16963,Earliest event of idecabtagene vicleucel exposure
16964,"isatuximab w 0d prior obsv, 30d gap"
16965,Earliest event of AL amyloidosis
16966,"All events of Acute Kidney Injury (AKI), with a washout period of 30 days"
16968,"All events of Acute Liver Injury, with a washout period of 365 days"
16969,"All events of Sudden Vision Loss, with no eye pathology causes, with a washout period of 365"
16970,"paliperidone palmitate injections (1, 3, 6 month) exposure w 0d prior obsv,"
16973,Persons with first COVID vaccine exposure to Pfizer COVID-19 vaccine
16975,"golimumab infusion (Simponi Aria) exposures 0d prior obsv, 30d gap"
16976,Earliest event of Treatment resistant depression (TRD)
16977,Earliest event of Polyarticular juvenile idiopathic arthritis (JIA)
16978,"norgestimate & Ethinyl Estradiol combo exposures w 0d prior obsv, 30d gap"
16979,"oxybutynin exposures w 0d prior obsv, 30d gap"
16989,"risperdon injections (Risperdal Consta) exposures w 0d prior obsv, 30d gap"
16990,"risperidone oral exposures w 0d prior obsv, 30d gap"
17000,"All events of Long QT Syndrome or QT prolonged (Acquired), with a washout period of 180 days"
17009,"desogestrel oral exposures w 0d prior obsv, 30d gap"
17010,"All events of Venous Thromboembolism (VTE), with a washout period of 365 days"
17038,"All events of Acute Liver Injury, with no co-occurring chronic liver conditions"
17096,"Alzheimers Disease, inpatient setting or two diagnosis"
17108,"All events of Acute Liver Injury, NO viral hepatitis or alcoholic hepatic failure"
17121,Earliest event of Thyroid Eye Disease (TED) or related symptoms
17124,"All events of Acute Coronary Syndrome (ACS), inpatient setting"
17127,Earliest event of Exudative age-related macular degeneration (wet AMD)
17128,All events of Heavy menstrual bleeding (menorrhagia)
17129,All events of Skin or mucosal bleeding
17150,All events of Urinary bleed events
17151,All events of Acute gastrointestinal (GI) bleeding
17155,"Earliest event of Sinus node dysfunction (SND), inpatient"
17156,Earliest event of Malignant melanoma
17160,Earliest event of Urinary Tract Cancer
17366,"All events Hemolytic Anemia Extra corpuscular, with 90 days era"
18657,Earliest event of Anemia
18660,"Aticaprant exposures w 0d prior obsv, 30d gap"
18977,"Domperidone exposures w 0d prior obsv, 30d gap"
18979,"Nipocalimab exposures w 0d prior obsv, 30d gap"
18980,"Seltorexant exposures w 0d prior obsv, 30d gap"
18982,"Tramadol, acetaminophen combination exposures w 0d prior obsv, 30d gap"
18984,"Tramadol withOut acetaminophen exposures w 0d prior obsv, 30d gap"
18996,First event of Hyperlipidemia
18997,"First event of hyperlipidemia, with 365 days prior observation"
18998,"Tumor Necrosis Factor inhibitors (TNFi) exposures w 0d prior obsv, 30d gap"
18999,"Aminosalicylates exposures w 0d prior obsv, 30d gap"
19000,"Janus kinase inhibitors (JAKi) exposures w 0d prior obsv, 30d gap"
19001,"Immunomodulators exposures w 0d prior obsv, 30d gap"
19002,"Interleukin (IL)-17 inhibitors exposures w 0d prior obsv, 30d gap"
19003,"Interleukin (IL)-23 inhibitors exposures w 0d prior obsv, 30d gap"
19004,"Interleukin (IL)-6 inhibitors exposures w 0d prior obsv, 30d gap"
19005,All events of Pregnancy Episodes
19006,All events of Pregnancy Episodes ending with Miscarriage
19007,All events of Pregnancy Episodes ending with Live Birth
19008,All events of Pregnancy Episodes ending with Ectopic Pregnancy
19009,All events of Pregnancy Episodes ending with Stillbirth
19010,"Glucagon-like peptide-1 (GLP-1) receptor agonists exposures w 0d prior obsv, 30d gap"
19011,"All events of Suicide attempt, including drug poisoning"
19012,"All events of Major bleeding, IP"
19036,All events of Major Adverse Cardiovascular Events (MACE) 3 Point
19037,All events of Myocarditis with a washout period of 365 days
19038,"All events of Pericarditis, with a washout period of 365 days"
19042,Earliest event Major Adverse Cardiovascular Events (MACE) 5-point
19047,Earliest event of Deep Vein Thrombosis (DVT)
19051,Earliest event Major Adverse Cardiovascular Events (MACE) 4-point
19058,"All events of Immune thrombocytopenia, with a washout period of 365 days"
19061,Earliest occurrence of Heart failure
19062,"All events of Gynecomastia, indexed on diagnosis, procedure or symptoms, 365d washout period"
19069,"All Prostatitis events, with no chronic Prostatitis anytime prior, 365d washout period"
19149,"All events of Suicide attempt or ideation, including drug poisoning"
19209,Earliest occurrence of Insulin Resistance
19211,"chlorophyllin exposures w 0d prior obsv, 30d gap"
19213,"cevimeline exposures w 0d prior obsv, 30d gap"
19215,Earliest event of Neonatal hyperbilirubinemia or jaundice
19216,Earliest event of Pancreatic cancer
19217,"Earliest event of Pancreatic cancer, with 2 diagnosis, pancreatectomy or chemotherapy"
19220,Earliest event of Ovarian cancer
19221,"Earliest event of ovarian cancer, with 2 diagnosis, pancreatectomy or chemotherapy"
19226,Tumor Necrosis Factor inhibitors (TNFi) exposures specific for ulcerative colitis
19227,Tumor Necrosis Factor inhibitors (TNFi) exposures specific for Crohns disease
19228,Tumor Necrosis Factor inhibitors (TNFi) exposures specific for Rheumatoid arthritis
19229,"Tumor Necrosis Factor inhibitors (TNFi) exposures specific for PSO, PsA, AS"
19230,Tumor Necrosis Factor inhibitors (TNFi) exposures specific for JIA
19231,Aminosalicylates exposures specific for ulcerative colitis
19238,"tofacitinib exposures w 0d prior obsv, 30d gap"
19240,"Immunomodulators exposures for Rheumatoid arthritis (RA) w 0d prior obsv, 30d gap"
19241,"Immunomodulators exposures for PsO and JIA (methotrexate) w 0d prior obsv, 30d gap"
19242,"Interleukin (IL)-17 inhibitors exposures for PsO, PsA, and AS w 0d prior obsv, 30d gap"
19246,"Interleukin (IL)-23 inhibitors exposures for PsO and PsA w 0d prior obsv, 30d gap"
19247,"Earliest event of Follicular lymphoma, with 365d prior observation"
19250,"Earliest event of Diffuse large B-cell lymphoma, with 365d prior observation"
19252,First event of Inflammatory Bowel Disease (IBD) by Lewis et.el. 2023;
19254,All events of Hospitalization for Serious Infection
19256,"Earliest event of End-stage renal disease, dialysis, transplant, or low eGFR measurement"
19257,Earliest event of Immune effector cell-associated neurotoxicity syndrome (ICANS)
19258,"All events Acute Kidney Injury (AKI) with NO prior chronic kidney disease,30d washout period"
19259,"All events Acute Kidney Injury (AKI) with prior chronic kidney disease,30d washout period"
19655,Earliest event of Sjogren's syndrome
20705,Earliest event of Dementia
20706,"Earliest event of arrhythmia, condition, procedure, devise or drug"
20708,"First event of Sudden Hearing Loss, No congenital anomaly or middle or inner ear conditions"
20709,"All events Rhabdomyolysis, with IP visit, No injury or alcohol intoxication"
20710,"First event of Inattentive Attention-deficit hyperactivity (I-ADHD), wo Hyperactive type"
20711,"First event of Hyperactive Attention-deficit hyperactivity (H-ADHD), wo Inattentive type"
20712,"All events Neutropenic Fever, Inpatient or ER, indexed on fever or Infection, 90 days era"
20713,Earliest event of Coronary artery disease (CAD)
20720,"Earliest event of Atrial Fibrillation, with no prior valve related disorders"
20722,"Earliest event of Acquired Pure Red Cell Aplasia, with No constitutional aplasia"
20723,"Earliest event of Type 2 Diabetes Mellitus (DM), with no type 1 or secondary DM"
20728,Earliest event of Atrial Fibrillation
20729,"All events of Mild cognitive impairment or disorder (MCI), with 90 days persistence"
20730,"All events of non-infectious interstitial lung disease, with 180 days era collapse gap size"
20734,"Earliest event of Sinus node dysfunction (SND), with treatment"
20737,Earliest event of Differentiation syndrome
20739,Earliest event of Atopic dermatitis (allergic eczema)
20740,Earliest event of geographic atrophy
20741,Earliest events of spleen rupture with treatment
20742,Earliest event of Hemophagocytic Lymphohistiocytosis (HLH)
20743,Earliest event of Antiphospholipid syndrome (without Lupus anticoagulant syndrome)
20744,Earliest event of Malignant neoplasm (excluding non-melanoma skin cancer)
20745,"First event of Pulmonary Hypertension (Group 3 Chronic lung disease, encompassing)"
20746,"Earliest event of Developmental delay, among infants"
20747,Earliest event of Non-small cell lung cancer (NSCLC)
20749,Earliest event of Organic dementia
20756,"dabigatran, dabigatran etexilate exposures w 0d prior obsv, 30d gap"
20763,Earliest event of CAR-T therapies exposures
20765,Earliest event of Multiple Myeloma
20766,All events of Anemia
20767,All events of Arrhythmia (not including Atrial Fibrillation)
20772,All events of Back pain
20773,All events of Bronchitis
20775,All events of Chills
20776,All events of Cough
20777,All events of Diarrhea
20778,All events of Dyspnea
20779,All events of Fatigue (Asthenia)
20794,All events of Headaches
20795,All events of Herpes Zoster
20797,All events of Acute Hyperglycemia
20798,All events of Hypertensive crisis
20799,All events of Hypocalcemia
20801,All events of Upper Respiratory Infections
20804,All events of Insomnia
20820,All events of Leukopenia
20831,"All events of Acquired Neutropenia or unspecified Leukopenia, with 183 days era"
20833,"All events of Acquired Isolated Neutropenia or unspecified Leukopenia, with 183 days era"
20835,All events of Acquired Neutropenia
20836,All events of Lymphopenia
20838,All events of muscle spasm
20841,All events of Nausea or vomiting
20843,All events of Peripheral Edema
20844,All events of Peripheral Sensory Neuropathy
20845,All events of Pneumonia
20847,All events of Pruritis (Itching)
20849,All events of Pyrexia (Fever)
20851,"All events of Skin Rash (Inflammatory Dermatosis, Eruption)"
20853,All events of Sepsis
20854,All events of Thrombocytopenia
20876,All events of Angina
20878,Urinary tract infections
20881,All events of Syncope
20882,Lumateperone exposures
20883,All events of Lichenoid reaction
20884,All events of Lichenoid drug eruption
20885,Hyperlipidemia
20886,Chronic obstructive pulmonary disease (COPD)
20887,Allergic rhinitis
20888,Vitamin D deficiency
20889,Nicotine use
20890,Sleep apnea
20891,Osteoarthritis of knee
20892,Type 1 diabetes mellitus
20893,Osteoporosis
20895,Influenza
20896,Hemorrhoids
20897,Contact dermatitis
20898,Nail fungus
20899,Gout
20900,Cervical radiculopathy
20901,Cerebral palsy
20902,Acute conjunctivitis
20903,Cyst of ovary
20904,Impacted cerumen
20905,Benign prostatic hyperplasia
20906,Carpal tunnel syndrome
20907,Parkinson's disease
20908,Urolithiasis
20909,Cannabis use
20910,Simple goiter
20911,Solitary nodule of lung
20912,Ingrowing nail
20913,Amenorrhea
20914,Blepharitis
20915,Epicondylitis
20916,Frozen shoulder
20917,Deviated nasal septum
20918,Dental caries
20919,Callosity
20920,Laceration of perineum
20921,Endometriosis
20922,Tinea pedis
20923,Sickle cell
20924,"Infection or inflammatory reaction due to internal prosthetic device, implant or graft"
20925,Dysplasia of cervix
20926,Overactive urinary bladder
20927,Hyperosmolality and or hypernatremia
20928,Metabolic syndrome X
20929,Alcohol use
20930,Hordeolum
20931,Bronchiectasis
20932,Prostatitis
20933,Cystic fibrosis
20934,Perforation of tympanic membrane
20935,Plantar fasciitis
20936,Costal chondritis
20937,Chalazion
20938,Ptosis of eyelid
20939,Hemochromatosis
20940,Uterine prolapse
20941,Hydrocele
20942,Radial styloid tenosynovitis
20943,High risk sexual behavior
20944,Meniere's disease
20945,Hypertrophic scar
20946,Dislocation of shoulder joint
20947,Foreign body in ear
20948,Acanthosis nigricans
20949,Hypoparathyroidism
20950,Coxsackie virus disease
20951,Human Immunodeficiency Virus (HIV)
20952,Verruca vulgaris
20953,Sprain of ankle
20954,Acquired keratoderma
20955,Astigmatism
20956,Contusion of lower limb
20957,Hereditary thrombophilia
20958,Viral hepatitis
20960,First event of castration-sensitive prostate cancer (CSPC)
20961,Earliest event of castration-resistant prostate cancer (CRPC)
20962,Earliest event of metastatic castration-sensitive prostate cancer (mCSPC)
20963,Earliest event of non-metastatic castration-resistant prostate cancer (nmCRPC)
20964,Earliest event of non-metastatic castration-sensitive prostate cancer (nmCSPC)
20966,First event of metastatic prostate cancer (mPC)
20967,First event of non-metastatic prostate cancer (nmPC)
20968,Earliest event of metastatic castration-resistant prostate cancer (mCRPC)
21023,Earliest event of Pulmonary Embolism
16595,"acitretin exposures w 0d prior obsv, 30d gap"
21149,Earliest Event of Depressive Disorder with Anhedonia
22416,"All events of Severe Acute Liver Injury, NO viral hepatitis or alcoholic hepatic failure"
22365,Earliest event of Major depressive disorder (MDD)
22366,"Earliest event of Prurigo Nodularis, starting on or after October 1, 2015"
22367,[PL] Earliest event of Chronic Rhinosinusitis with Nasal Polyps (within 30 days)
22413,"Earliest event of Acute Hepatic Failure, with NO prior liver disease"
22414,"Earliest event of Acute Liver Injury, with NO prior liver disease"
22415,"Earliest event of Acute Hepatic Failure, NO prior liver cirrhosis"
