batch,item,i_name,value,v_name,cur_maps_to_id,cur_maps_to_name,cur_maps_to_value_id,cur_maps_to_value_name,new_maps_to_id,new_maps_to_name,new_maps_to_value_id,new_maps_to_value_name,new_value_as_number,new_unit_id,new_unit_name
776 EOD Mets remaining positive non-LN,776,EOD Mets,30,At least one extrahepatic site - Bone - Lung - Ovary(ies) - Peritoneal nodule(s) - Peritoneum (seeding) Other specified distant metastasis (excluding liver) Carcinomatosis WITH or WITHOUT distant lymph node(s),,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,30,Liver Lung Other specified distant metastasis Carcinomatosis WITH or WITHOUT distant lymph node(s),,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,30,Less than or equal to 3 metastatic lesions in one or more organ sites * WITH or WITHOUT distant lymph nodes metastatic lesions,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,30,At least one extrahepatic site - Bone - Lung - Ovary(ies) - Peritoneum Other specified distant metastasis (except liver) Carcinomatosis WITH or WITHOUT distant lymph node(s),,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,30,Bone * WITH or WITHOUT distant lymph node(s),,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,30,"Distant lymph node(s) - WITHOUT previous scrotal or inguinal surgery OR UNKNOWN if previous scrotal or inguinal surgery + Inguinal, NOS * Deep, NOS * Node of Cloquet or Rosenmuller (highest deep inguinal) * Superficial (femoral) - Retroperitoneal speci...",,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,30,Single extrathoracic metastasis in a single organ * WITH or WITHOUT metastasis listed in code 10,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,30,"Distant lymph node(s) + Inguinal, NOS + Inguinofemoral (groin) + Node of Cloquet or Rosenmuller (highest deep inguinal) + Superficial inguinal (femoral) - Distant lymph node(s) WITH or WITHOUT pleural effusion with positive cytology",,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,30,Blood/peripheral blood Bone marrow,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,30,Distant lymph node(s) and/or other distant metastasis AND size of distant metastasis 3.1 cm to 8 cm,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,35,Visible metastasis in spine OR Visible metastasis in cervicomedullary (junction) Metastasis within CNS and CSF pathways * Carcinomatous meningitis * Drop metastasis * Leptomeningeal metastases * Meningeal carcinomatosis,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,40,Multiple extrathoracic metastases in a single organ system *Example: The skeleton is considered one organ. Several metastases in a single bone OR several metastases in several bones are classified as M1c1.* * WITH or WITHOUT metastasis listed in code 10,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,40,MULTIPLE distant organs (except peritoneum) WITH or WITHOUT distant lymph node(s),,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,40,"Distant lymph nodes Pancreas Head (C250) - Gastroepiploic (gastro-omental, left) - Pancreaticosplenic (pancreaticolienal) - Splenic (artery, hilum, lineal) - Suprapancreatic Pancreas Body and Tail (C251-C252) - Lateral wall (right) - Portal vein All si...",,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,45,Multiple extrathoracic metastases in multiple organs system *Example: Liver and distant lymph nodes* WITH or WITHOUT metastasis listed in code 10,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,45,"Extra-neural metastasis All Sites - Blood - Bone (other than skull) (see code 25 for skull) - Bone marrow - Carcinomatosis - Distant lymph nodes, NOS - Further contiguous extension - Other specified metastasis Brain tumors (C700, C710-C719) - Nasal cav...",,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,"Multiple extrathoracic metastases, unknown if single or multiple organ systems",,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,Bone metastasis WITH other distant metastasis * (10) + (20 or 30),,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,Greater than 3 metastatic lesions in one or more organ sites,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,Other specified distant metastasis WITH or WITHOUT distant lymph node(s) Carcinomatosis,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,Other specified distant metastasis * WITH or WITHOUT distant lymph node(s) or bone metastasis Carcinomatosis,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,"CNS parenchyma Cerebrospinal fluid Any combination of codes 10, 30 and 50",,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,Distant lymph node(s) and/or other distant metastasis AND size of distant metastasis greater than or equal to 8.1 cm,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,Distant lymph node(s) - Left liver (segments 2-4) + Pancreaticoduodenal + Periduodenal + Peripancreatic - Right liver (segments 5-8) + Gastrohepatic + Inferior phrenic,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,Pulmonary intraparenchymal nodule Other extrathoracic sites WITH or WITHOUT distant lymph node(s) OR pleural or pericardial nodule(s) Other specified distant metastasis Carcinomatosis,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,Lung WITH or WITHOUT distant lymph nodes,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,Extra-abdominal organs * Liver parenchymal * Spleen parenchymal * Transmural involvement of intestine Carcinomatosis (involvement of multiple parenchymal organs OR diffuse involvement of multiple non-abdominal organs) - Excludes peritoneal carcinomatos...,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,50,Any site listed in code 10 plus involvement of bone marrow (code 30),,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,60,Other specified distant metastasis WITH or WITHOUT distant lymph node(s) and/or lung Carcinomatosis,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,60,"Liver WITH other distant metastasis (10) + (20, 40 or 50)",,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,70,"Contralateral lung Contralateral pleura/chest wall (discontinuous involvement) Lung (discontinuous ipsilateral lung tumors) Mediastinal organs (discontinuous involvement) Peritoneum (discontinuous extension of tumor) Pericardial effusion, malignant (di...",,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,70,"Distant lymph node(s) OR distant organs * Unknown how many metastatic lesions Distant metastasis, NOS",,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,70,"Distant metastasis - Adnexa - Bone - Liver - Lung - Peritoneal spread - Uterine serosa Carcinomatosis Distant metastasis WITH or WITHOUT distant lymph node(s) Distant metastasis, NOS FIGO Stage IVB",,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,70,Metastasis within CNS and CSF pathways * Carcinomatous meningitis * Drop metastasis * Leptomeningeal metastases * Meningeal carcinomatosis Metastasis outside the CNS * Extra-neural metastasis Carcinomatosis Distant metastasis WITH or WITHOUT distant ly...,,,,,36769180,Metastasis,9191,Positive,,,
776 EOD Mets remaining positive non-LN,776,EOD Mets,99,Death Certificate Only,,,,,36769180,Metastasis,9191,Positive,,,
